进料,出料,节拍,打胶完成,边框放到位,组框完成,长边扭矩1,长边扭矩2,短边扭矩1,短边扭矩2,边框1出胶量,边框2出胶量,边框3出胶量,边框4出胶量,打胶时间
2021-11-20 07:25:26,2021-11-20 07:26:13,47,24 33,25 05,25 40,26,22,46,45,82,44,44,83,18
2021-11-20 07:26:13,2021-11-20 07:26:51,38,25 10,25 48,26 27,26,22,46,45,83,44,44,83,18
2021-11-20 07:26:51,2021-11-20 07:27:46,55,25 53,26 36,27 05,26,23,46,45,84,44,43,84,19
2021-11-20 07:27:46,2021-11-20 07:28:19,33,26 41,27 13,28 00,26,22,46,45,82,45,45,82,18
2021-11-20 07:28:19,2021-11-20 07:28:46,27,27 18,28 09,28 33,25,22,46,45,83,44,45,83,19
2021-11-20 07:28:46,2021-11-20 07:29:29,43,28 13,28 42,29 00,26,22,46,45,82,45,44,82,18
2021-11-20 07:29:29,2021-11-20 07:30:07,38,28 47,29 09,29 43,25,22,46,45,82,43,43,82,19
2021-11-20 07:30:07,2021-11-20 07:30:39,32,29 12,29 51,30 21,25,21,46,45,83,44,43,83,4
2021-11-20 07:30:39,2021-11-20 07:47:40,1021,47 18,47 26,47 35,25,22,46,45,82,45,45,83,0
2021-11-20 07:47:40,2021-11-20 07:48:19,39,47 37,47 48,47 58,26,23,47,47,82,44,44,82,36
2021-11-20 07:48:19,2021-11-20 07:49:27,68,47 56,48 06,48 33,25,22,46,46,83,45,45,83,19
2021-11-20 07:49:27,2021-11-20 07:50:21,54,48 15,48 42,49 42,26,23,46,45,81,48,44,81,19
2021-11-20 07:50:21,2021-11-20 07:51:06,45,48 45,49 50,50 35,25,22,46,45,83,45,45,84,4
