条码,产线信息,设备号,设备状态,目标温度（取锡）,到达时间（取锡）,持续时间（取锡）,释放时间（取锡）,释放温度（取锡）,能量PAIN（取锡）,焊头使用次数（取锡）,目标温度（焊接）,到达时间（焊接）,持续时间（焊接）,释放时间（焊接）,释放温度（焊接）,能量PAIN（焊接）,焊头使用次数（焊接）,目标温度（脱锡）,到达时间（脱锡）,持续时间（脱锡）,释放时间（脱锡）,释放温度（脱锡）,能量PAIN（脱锡）,焊头使用次数（脱锡）,缺陷,缺陷位置,实时温度,入料时间,出料时间
CY6HMPM21B20014301,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20698.0,405.0,20.0,20.0,0.0,395.0,190.0,20698.0,280.0,20.0,10.0,0.0,270.0,190.0,20698.0,"['', '', 'Short3', '', '', '']","['', '', '3', '', '', '']",400.0,2021-11-25 17:16:58,2021-11-25 17:17:35
CY6HMPM21B20014312,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20699.0,405.0,20.0,20.0,0.0,395.0,190.0,20699.0,280.0,20.0,10.0,0.0,270.0,190.0,20699.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",396.0,2021-11-25 17:17:21,2021-11-25 17:17:57
CY6HMPM21B20013851,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20700.0,405.0,20.0,20.0,0.0,395.0,190.0,20700.0,280.0,20.0,10.0,0.0,270.0,190.0,20700.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",401.0,2021-11-25 17:17:49,2021-11-25 17:18:20
CY6HMPM21B20014305,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20701.0,405.0,20.0,20.0,0.0,395.0,190.0,20701.0,280.0,20.0,10.0,0.0,270.0,190.0,20701.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",394.0,2021-11-25 17:18:12,2021-11-25 17:18:39
CY6HMPM21B20014267,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20702.0,405.0,20.0,20.0,0.0,395.0,190.0,20702.0,280.0,20.0,10.0,0.0,270.0,190.0,20702.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",398.0,2021-11-25 17:18:43,2021-11-25 17:19:12
CY6HMPM21B20014292,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20703.0,405.0,20.0,20.0,0.0,395.0,190.0,20703.0,280.0,20.0,10.0,0.0,270.0,190.0,20703.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",391.0,2021-11-25 17:19:05,2021-11-25 17:19:35
CY6HMPM21B20014307,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20704.0,405.0,20.0,20.0,0.0,395.0,190.0,20704.0,280.0,20.0,10.0,0.0,270.0,190.0,20704.0,"['', '', '', 'NO_Solder4', '', '']","['', '', '', '4', '', '']",391.0,2021-11-25 17:19:27,2021-11-25 17:19:59
CY6HMPM21B20014313,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20705.0,405.0,20.0,20.0,0.0,395.0,190.0,20705.0,280.0,20.0,10.0,0.0,270.0,190.0,20705.0,"['', 'Short2', '', '', '', '']","['', '2', '', '', '', '']",402.0,2021-11-25 17:19:50,2021-11-25 17:20:20
CY6HMPM21B20014318,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20706.0,405.0,20.0,20.0,0.0,395.0,190.0,20706.0,280.0,20.0,10.0,0.0,270.0,190.0,20706.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",400.0,2021-11-25 17:20:12,2021-11-25 17:20:40
CY6HMPM21B20014320,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20707.0,405.0,20.0,20.0,0.0,395.0,190.0,20707.0,280.0,20.0,10.0,0.0,270.0,190.0,20707.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",390.0,2021-11-25 17:20:44,2021-11-25 17:21:14
CY6HMPM21B20014326,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20708.0,405.0,20.0,20.0,0.0,395.0,190.0,20708.0,280.0,20.0,10.0,0.0,270.0,190.0,20708.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",400.0,2021-11-25 17:21:06,2021-11-25 17:21:41
CY6HMPM21B20013257,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20709.0,405.0,20.0,20.0,0.0,395.0,190.0,20709.0,280.0,20.0,10.0,0.0,270.0,190.0,20709.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",401.0,2021-11-25 17:21:29,2021-11-25 17:22:02
CY6HMPM21B20014207,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20710.0,405.0,20.0,20.0,0.0,395.0,190.0,20710.0,280.0,20.0,10.0,0.0,270.0,190.0,20710.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",397.0,2021-11-25 17:21:51,2021-11-25 17:22:28
CY6HMPM21B20013380,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20711.0,405.0,20.0,20.0,0.0,395.0,190.0,20711.0,280.0,20.0,10.0,0.0,270.0,190.0,20711.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",391.0,2021-11-25 17:22:16,2021-11-25 17:22:50
CY6HMPM21B20014329,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20712.0,405.0,20.0,20.0,0.0,395.0,190.0,20712.0,280.0,20.0,10.0,0.0,270.0,190.0,20712.0,"['', '', '', '', '', 'Short6']","['', '', '', '', '', '6']",392.0,2021-11-25 17:22:42,2021-11-25 17:23:12
CY6HMPM21B20014330,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20713.0,405.0,20.0,20.0,0.0,395.0,190.0,20713.0,280.0,20.0,10.0,0.0,270.0,190.0,20713.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",396.0,2021-11-25 17:23:04,2021-11-25 17:23:31
NO_Line_Bar20211125172406,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20714.0,405.0,20.0,20.0,0.0,395.0,190.0,20714.0,280.0,20.0,10.0,0.0,270.0,190.0,20714.0,"['', 'With_Glue2', '', '', '', '']","['', '2', '', '', '', '']",393.0,2021-11-25 17:23:35,2021-11-25 17:24:05
NO_Line_Bar20211125172428,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20715.0,405.0,20.0,20.0,0.0,395.0,190.0,20715.0,280.0,20.0,10.0,0.0,270.0,190.0,20715.0,"['', '', 'NO_Solder3', '', '', '']","['', '', '3', '', '', '']",397.0,2021-11-25 17:23:57,2021-11-25 17:24:28
CY6HMPM21B20014321,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20716.0,405.0,20.0,20.0,0.0,395.0,190.0,20716.0,280.0,20.0,10.0,0.0,270.0,190.0,20716.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",396.0,2021-11-25 17:24:20,2021-11-25 17:24:50
CY6HMPM21B20014339,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20717.0,405.0,20.0,20.0,0.0,395.0,190.0,20717.0,280.0,20.0,10.0,0.0,270.0,190.0,20717.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",390.0,2021-11-25 17:24:42,2021-11-25 17:25:09
CY6HMPM21B20014323,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20718.0,405.0,20.0,20.0,0.0,395.0,190.0,20718.0,280.0,20.0,10.0,0.0,270.0,190.0,20718.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",389.0,2021-11-25 17:25:13,2021-11-25 17:25:37
CY6HMPM21B20014335,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20719.0,405.0,20.0,20.0,0.0,395.0,190.0,20719.0,280.0,20.0,10.0,0.0,270.0,190.0,20719.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",395.0,2021-11-25 17:25:51,2021-11-25 17:26:16
CY6HMPM21B20014327,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20720.0,405.0,20.0,20.0,0.0,395.0,190.0,20720.0,280.0,20.0,10.0,0.0,270.0,190.0,20720.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",397.0,2021-11-25 17:26:21,2021-11-25 17:26:51
CY6HMPM21B20014325,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20721.0,405.0,20.0,20.0,0.0,395.0,190.0,20721.0,280.0,20.0,10.0,0.0,270.0,190.0,20721.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",394.0,2021-11-25 17:26:44,2021-11-25 17:27:22
CY6HMPM21B20014343,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20722.0,405.0,20.0,20.0,0.0,395.0,190.0,20722.0,280.0,20.0,10.0,0.0,270.0,190.0,20722.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",400.0,2021-11-25 17:27:26,2021-11-25 17:27:51
CY6HMPM21B20014334,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20723.0,405.0,20.0,20.0,0.0,395.0,190.0,20723.0,280.0,20.0,10.0,0.0,270.0,190.0,20723.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",403.0,2021-11-25 17:27:42,2021-11-25 17:28:14
CY6HMPM21B20014225,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20724.0,405.0,20.0,20.0,0.0,395.0,190.0,20724.0,280.0,20.0,10.0,0.0,270.0,190.0,20724.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",395.0,2021-11-25 17:28:06,2021-11-25 17:28:39
CY6HMPM21B20014338,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20725.0,405.0,20.0,20.0,0.0,395.0,190.0,20725.0,280.0,20.0,10.0,0.0,270.0,190.0,20725.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",402.0,2021-11-25 17:28:31,2021-11-25 17:29:05
CY6HMPM21B20014337,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20726.0,405.0,20.0,20.0,0.0,395.0,190.0,20726.0,280.0,20.0,10.0,0.0,270.0,190.0,20726.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",392.0,2021-11-25 17:29:08,2021-11-25 17:29:33
CY6HMPM21B20014347,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20727.0,405.0,20.0,20.0,0.0,395.0,190.0,20727.0,280.0,20.0,10.0,0.0,270.0,190.0,20727.0,"['', '', '', '', 'NO_Solder5', 'With_Glue6']","['', '', '', '', '5', '6']",401.0,2021-11-25 17:29:26,2021-11-25 17:29:58
CY6HMPM21B20013878,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20728.0,405.0,20.0,20.0,0.0,395.0,190.0,20728.0,280.0,20.0,10.0,0.0,270.0,190.0,20728.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",401.0,2021-11-25 17:29:50,2021-11-25 17:30:48
CY6HMPM21B20014346,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20729.0,405.0,20.0,20.0,0.0,395.0,190.0,20729.0,280.0,20.0,10.0,0.0,270.0,190.0,20729.0,"['', '', 'NO_Solder3', 'NO_Solder4', 'Short5', '']","['', '', '3', '4', '5', '']",401.0,2021-11-25 17:30:52,2021-11-25 17:31:18
CY6HMPM21B20014184,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20730.0,405.0,20.0,20.0,0.0,395.0,190.0,20730.0,280.0,20.0,10.0,0.0,270.0,190.0,20730.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",394.0,2021-11-25 17:31:08,2021-11-25 17:31:54
CY6HMPM21B20014342,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20731.0,405.0,20.0,20.0,0.0,395.0,190.0,20731.0,280.0,20.0,10.0,0.0,270.0,190.0,20731.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",395.0,2021-11-25 17:31:23,2021-11-25 17:32:13
NO_Line_Bar20211125173241,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20732.0,405.0,20.0,20.0,0.0,395.0,190.0,20732.0,280.0,20.0,10.0,0.0,270.0,190.0,20732.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",393.0,2021-11-25 17:31:58,2021-11-25 17:32:40
CY6HMPM21B20014348,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20733.0,405.0,20.0,20.0,0.0,395.0,190.0,20733.0,280.0,20.0,10.0,0.0,270.0,190.0,20733.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",393.0,2021-11-25 17:32:18,2021-11-25 17:33:10
CY6HMPM21B20014351,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20734.0,405.0,20.0,20.0,0.0,395.0,190.0,20734.0,280.0,20.0,10.0,0.0,270.0,190.0,20734.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",394.0,2021-11-25 17:32:45,2021-11-25 17:33:34
CY6HMPM21B20014364,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20735.0,405.0,20.0,20.0,0.0,395.0,190.0,20735.0,280.0,20.0,10.0,0.0,270.0,190.0,20735.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",401.0,2021-11-25 17:33:14,2021-11-25 17:33:52
CY6HMPM21B20014261,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20736.0,405.0,20.0,20.0,0.0,395.0,190.0,20736.0,280.0,20.0,10.0,0.0,270.0,190.0,20736.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",396.0,2021-11-25 17:33:38,2021-11-25 17:34:10
CY6HMPM21B20014353,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20737.0,405.0,20.0,20.0,0.0,395.0,190.0,20737.0,280.0,20.0,10.0,0.0,270.0,190.0,20737.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",395.0,2021-11-25 17:33:56,2021-11-25 17:34:27
CY6HMPM21B20014311,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20738.0,405.0,20.0,20.0,0.0,395.0,190.0,20738.0,280.0,20.0,10.0,0.0,270.0,190.0,20738.0,"['', '', 'With_Glue3', '', '', '']","['', '', '3', '', '', '']",391.0,2021-11-25 17:34:18,2021-11-25 17:34:49
CY6HMPM21B20014354,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20739.0,405.0,20.0,20.0,0.0,395.0,190.0,20739.0,280.0,20.0,10.0,0.0,270.0,190.0,20739.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",396.0,2021-11-25 17:34:41,2021-11-25 17:35:23
CY6HMPM21B20014355,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20740.0,405.0,20.0,20.0,0.0,395.0,190.0,20740.0,280.0,20.0,10.0,0.0,270.0,190.0,20740.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",390.0,2021-11-25 17:35:03,2021-11-25 17:35:40
CY6HMPM21B20014366,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20741.0,405.0,20.0,20.0,0.0,395.0,190.0,20741.0,280.0,20.0,10.0,0.0,270.0,190.0,20741.0,"['', '', 'NO_Solder3', 'NO_Solder4', '', '']","['', '', '3', '4', '', '']",396.0,2021-11-25 17:35:27,2021-11-25 17:36:08
CY6HMPM21B20014358,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20742.0,405.0,20.0,20.0,0.0,395.0,190.0,20742.0,280.0,20.0,10.0,0.0,270.0,190.0,20742.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",401.0,2021-11-25 17:35:51,2021-11-25 17:36:30
CY6HMPM21B20014356,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20743.0,405.0,20.0,20.0,0.0,395.0,190.0,20743.0,280.0,20.0,10.0,0.0,270.0,190.0,20743.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",393.0,2021-11-25 17:36:15,2021-11-25 17:36:47
CY6HMPM21B20013341,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20744.0,405.0,20.0,20.0,0.0,395.0,190.0,20744.0,280.0,20.0,10.0,0.0,270.0,190.0,20744.0,"['', '', 'NO_Solder3', 'NO_Solder4', '', '']","['', '', '3', '4', '', '']",392.0,2021-11-25 17:36:37,2021-11-25 17:37:11
CY6HMPM21B20013340,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20745.0,405.0,20.0,20.0,0.0,395.0,190.0,20745.0,280.0,20.0,10.0,0.0,270.0,190.0,20745.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",394.0,2021-11-25 17:37:15,2021-11-25 17:37:43
CY6HMPM21B20014182,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20746.0,405.0,20.0,20.0,0.0,395.0,190.0,20746.0,280.0,20.0,10.0,0.0,270.0,190.0,20746.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",399.0,2021-11-25 17:37:31,2021-11-25 17:38:03
CY6HMPM21B20014378,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20747.0,405.0,20.0,20.0,0.0,395.0,190.0,20747.0,280.0,20.0,10.0,0.0,270.0,190.0,20747.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",399.0,2021-11-25 17:37:56,2021-11-25 17:38:28
CY6HMPM21B20014380,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20748.0,405.0,20.0,20.0,0.0,395.0,190.0,20748.0,280.0,20.0,10.0,0.0,270.0,190.0,20748.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",395.0,2021-11-25 17:38:20,2021-11-25 17:38:52
CY6HMPM21B20014357,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20749.0,405.0,20.0,20.0,0.0,395.0,190.0,20749.0,280.0,20.0,10.0,0.0,270.0,190.0,20749.0,"['', '', 'NO_Solder3', 'NO_Solder4', '', '']","['', '', '3', '4', '', '']",391.0,2021-11-25 17:38:45,2021-11-25 17:39:15
CY6HMPM21B20014143,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20750.0,405.0,20.0,20.0,0.0,395.0,190.0,20750.0,280.0,20.0,10.0,0.0,270.0,190.0,20750.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",393.0,2021-11-25 17:39:06,2021-11-25 17:39:43
CY6HMPM21B20014361,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20751.0,405.0,20.0,20.0,0.0,395.0,190.0,20751.0,280.0,20.0,10.0,0.0,270.0,190.0,20751.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",392.0,2021-11-25 17:39:32,2021-11-25 17:40:02
CY6HMPM21B20014394,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20752.0,405.0,20.0,20.0,0.0,395.0,190.0,20752.0,280.0,20.0,10.0,0.0,270.0,190.0,20752.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",400.0,2021-11-25 17:39:54,2021-11-25 17:40:20
CY6HMPM21B20014395,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20753.0,405.0,20.0,20.0,0.0,395.0,190.0,20753.0,280.0,20.0,10.0,0.0,270.0,190.0,20753.0,"['', '', '', 'NO_Solder4', '', '']","['', '', '', '4', '', '']",392.0,2021-11-25 17:40:47,2021-11-25 17:41:17
CY6HMPM21B20014363,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20754.0,405.0,20.0,20.0,0.0,395.0,190.0,20754.0,280.0,20.0,10.0,0.0,270.0,190.0,20754.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",400.0,2021-11-25 17:41:09,2021-11-25 17:41:41
CY6HMPM21B20014371,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20755.0,405.0,20.0,20.0,0.0,395.0,190.0,20755.0,280.0,20.0,10.0,0.0,270.0,190.0,20755.0,"['', '', '', '', '', 'NO_Solder6']","['', '', '', '', '', '6']",393.0,2021-11-25 17:41:33,2021-11-25 17:42:03
CY6HMPM21B20014375,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20756.0,405.0,20.0,20.0,0.0,395.0,190.0,20756.0,280.0,20.0,10.0,0.0,270.0,190.0,20756.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",395.0,2021-11-25 17:41:55,2021-11-25 17:42:29
CY6HMPM21B20014373,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20757.0,405.0,20.0,20.0,0.0,395.0,190.0,20757.0,280.0,20.0,10.0,0.0,270.0,190.0,20757.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",392.0,2021-11-25 17:42:19,2021-11-25 17:42:48
CY6HMPM21B20014369,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20758.0,405.0,20.0,20.0,0.0,395.0,190.0,20758.0,280.0,20.0,10.0,0.0,270.0,190.0,20758.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",397.0,2021-11-25 17:42:41,2021-11-25 17:43:11
CY6HMPM21B20014377,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20759.0,405.0,20.0,20.0,0.0,395.0,190.0,20759.0,280.0,20.0,10.0,0.0,270.0,190.0,20759.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",396.0,2021-11-25 17:43:03,2021-11-25 17:43:35
CY6HMPM21B20014370,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20760.0,405.0,20.0,20.0,0.0,395.0,190.0,20760.0,280.0,20.0,10.0,0.0,270.0,190.0,20760.0,"['', '', '', '', 'NO_Solder5', '']","['', '', '', '', '5', '']",398.0,2021-11-25 17:43:27,2021-11-25 17:43:56
CY6HMPM21B20013469,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20761.0,405.0,20.0,20.0,0.0,395.0,190.0,20761.0,280.0,20.0,10.0,0.0,270.0,190.0,20761.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",394.0,2021-11-25 17:43:48,2021-11-25 17:44:27
CY6HMPM21B20014359,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20762.0,405.0,20.0,20.0,0.0,395.0,190.0,20762.0,280.0,20.0,10.0,0.0,270.0,190.0,20762.0,"['', '', '', '', '', 'Short6']","['', '', '', '', '', '6']",395.0,2021-11-25 17:44:11,2021-11-25 17:44:46
CY6HMPM21B20013484,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20763.0,405.0,20.0,20.0,0.0,395.0,190.0,20763.0,280.0,20.0,10.0,0.0,270.0,190.0,20763.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",393.0,2021-11-25 17:44:34,2021-11-25 17:45:05
CY6HMPM21B20013487,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20764.0,405.0,20.0,20.0,0.0,395.0,190.0,20764.0,280.0,20.0,10.0,0.0,270.0,190.0,20764.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",395.0,2021-11-25 17:44:56,2021-11-25 17:45:32
CY6HMPM21B20013483,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20765.0,405.0,20.0,20.0,0.0,395.0,190.0,20765.0,280.0,20.0,10.0,0.0,270.0,190.0,20765.0,"['', '', '', '', '', 'NO_Solder6']","['', '', '', '', '', '6']",401.0,2021-11-25 17:45:19,2021-11-25 17:45:51
CY6HMPM21B20013489,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20766.0,405.0,20.0,20.0,0.0,395.0,190.0,20766.0,280.0,20.0,10.0,0.0,270.0,190.0,20766.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",401.0,2021-11-25 17:45:41,2021-11-25 17:46:13
