条码,产线信息,设备号,设备状态,目标温度（取锡）,到达时间（取锡）,持续时间（取锡）,释放时间（取锡）,释放温度（取锡）,能量PAIN（取锡）,焊头使用次数（取锡）,目标温度（焊接）,到达时间（焊接）,持续时间（焊接）,释放时间（焊接）,释放温度（焊接）,能量PAIN（焊接）,焊头使用次数（焊接）,目标温度（脱锡）,到达时间（脱锡）,持续时间（脱锡）,释放时间（脱锡）,释放温度（脱锡）,能量PAIN（脱锡）,焊头使用次数（脱锡）,缺陷,缺陷位置,实时温度,入料时间,出料时间
CY6HMPM21B20013760,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20241.0,405.0,20.0,20.0,0.0,395.0,190.0,20241.0,280.0,20.0,10.0,0.0,270.0,190.0,20241.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",397.0,2021-11-25 13:14:02,2021-11-25 13:14:32
CY6HMPM21B20013786,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20242.0,405.0,20.0,20.0,0.0,395.0,190.0,20242.0,280.0,20.0,10.0,0.0,270.0,190.0,20242.0,"['Short1', 'NO_Solder2', '', '', '', '']","['1', '2', '', '', '', '']",99.0,2021-11-25 13:14:22,2021-11-25 13:14:51
CY6HMPM21B20012818,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20243.0,405.0,20.0,20.0,0.0,395.0,190.0,20243.0,280.0,20.0,10.0,0.0,270.0,190.0,20243.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",395.0,2021-11-25 13:15:01,2021-11-25 13:15:32
CY6HMPM21B20013837,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20244.0,405.0,20.0,20.0,0.0,395.0,190.0,20244.0,280.0,20.0,10.0,0.0,270.0,190.0,20244.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",397.0,2021-11-25 13:15:24,2021-11-25 13:15:57
CY6HMPM21B20013830,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20245.0,405.0,20.0,20.0,0.0,395.0,190.0,20245.0,280.0,20.0,10.0,0.0,270.0,190.0,20245.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",395.0,2021-11-25 13:15:47,2021-11-25 13:16:20
CY6HMPM21B20012950,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20246.0,405.0,20.0,20.0,0.0,395.0,190.0,20246.0,280.0,20.0,10.0,0.0,270.0,190.0,20246.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",400.0,2021-11-25 13:16:11,2021-11-25 13:16:42
CY6HMPM21B20013753,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20247.0,405.0,20.0,20.0,0.0,395.0,190.0,20247.0,280.0,20.0,10.0,0.0,270.0,190.0,20247.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",391.0,2021-11-25 13:16:34,2021-11-25 13:17:05
CY6HMPM21B20012972,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20248.0,405.0,20.0,20.0,0.0,395.0,190.0,20248.0,280.0,20.0,10.0,0.0,270.0,190.0,20248.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",397.0,2021-11-25 13:16:57,2021-11-25 13:17:27
CY6HMPM21B20013808,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20249.0,405.0,20.0,20.0,0.0,395.0,190.0,20249.0,280.0,20.0,10.0,0.0,270.0,190.0,20249.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",400.0,2021-11-25 13:17:20,2021-11-25 13:17:53
CY6HMPM21B20012905,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20250.0,405.0,20.0,20.0,0.0,395.0,190.0,20250.0,280.0,20.0,10.0,0.0,270.0,190.0,20250.0,"['NO_Solder1', 'NO_Solder2', '', '', '', '']","['1', '2', '', '', '', '']",80.0,2021-11-25 13:17:42,2021-11-25 13:18:31
CY6HMPM21B20013815,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20251.0,405.0,20.0,20.0,0.0,395.0,190.0,20251.0,280.0,20.0,10.0,0.0,270.0,190.0,20251.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",398.0,2021-11-25 13:18:06,2021-11-25 13:18:58
CY6HMPM21B20013839,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20252.0,405.0,20.0,20.0,0.0,395.0,190.0,20252.0,280.0,20.0,10.0,0.0,270.0,190.0,20252.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",401.0,2021-11-25 13:18:35,2021-11-25 13:19:19
CY6HMPM21B20012966,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20253.0,405.0,20.0,20.0,0.0,395.0,190.0,20253.0,280.0,20.0,10.0,0.0,270.0,190.0,20253.0,"['Short1', 'NO_Solder2', '', '', '', '']","['1', '2', '', '', '', '']",82.0,2021-11-25 13:19:02,2021-11-25 13:19:38
CY6HMPM21B20013528,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20254.0,405.0,20.0,20.0,0.0,395.0,190.0,20254.0,280.0,20.0,10.0,0.0,270.0,190.0,20254.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",400.0,2021-11-25 13:19:23,2021-11-25 13:20:07
CY6HMPM21B20013812,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20255.0,405.0,20.0,20.0,0.0,395.0,190.0,20255.0,280.0,20.0,10.0,0.0,270.0,190.0,20255.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",399.0,2021-11-25 13:19:43,2021-11-25 13:20:25
CY6HMPM21B20012980,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20256.0,405.0,20.0,20.0,0.0,395.0,190.0,20256.0,280.0,20.0,10.0,0.0,270.0,190.0,20256.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",395.0,2021-11-25 13:20:12,2021-11-25 13:20:43
CY6HMPM21B20012893,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20257.0,405.0,20.0,20.0,0.0,395.0,190.0,20257.0,280.0,20.0,10.0,0.0,270.0,190.0,20257.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",397.0,2021-11-25 13:20:30,2021-11-25 13:23:26
CY6HMPM21B20013850,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20258.0,405.0,20.0,20.0,0.0,395.0,190.0,20258.0,280.0,20.0,10.0,0.0,270.0,190.0,20258.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",396.0,2021-11-25 13:20:48,2021-11-25 13:26:34
CY6HMPM21B20013829,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20259.0,405.0,20.0,20.0,0.0,395.0,190.0,20259.0,280.0,20.0,10.0,0.0,270.0,190.0,20259.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",393.0,2021-11-25 13:23:32,2021-11-25 13:26:59
NO_Line_Bar20211125132719,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20260.0,405.0,20.0,20.0,0.0,395.0,190.0,20260.0,280.0,20.0,10.0,0.0,270.0,190.0,20260.0,"['', '', '', '', 'NO_Solder5', 'Short6']","['', '', '', '', '5', '6']",394.0,2021-11-25 13:26:39,2021-11-25 13:27:19
CY6HMPM21B20012996,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20261.0,405.0,20.0,20.0,0.0,395.0,190.0,20261.0,280.0,20.0,10.0,0.0,270.0,190.0,20261.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",399.0,2021-11-25 13:27:03,2021-11-25 13:27:51
CY6HMPM21B20013757,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20262.0,405.0,20.0,20.0,0.0,395.0,190.0,20262.0,280.0,20.0,10.0,0.0,270.0,190.0,20262.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",400.0,2021-11-25 13:27:23,2021-11-25 13:28:09
CY6HMPM21B20012983,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20263.0,405.0,20.0,20.0,0.0,395.0,190.0,20263.0,280.0,20.0,10.0,0.0,270.0,190.0,20263.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",392.0,2021-11-25 13:27:55,2021-11-25 13:28:30
CY6HMPM21B20013856,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20264.0,405.0,20.0,20.0,0.0,395.0,190.0,20264.0,280.0,20.0,10.0,0.0,270.0,190.0,20264.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",394.0,2021-11-25 13:28:14,2021-11-25 13:28:49
CY6HMPM21B20012998,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20265.0,405.0,20.0,20.0,0.0,395.0,190.0,20265.0,280.0,20.0,10.0,0.0,270.0,190.0,20265.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",399.0,2021-11-25 13:28:34,2021-11-25 13:29:07
CY6HMPM21B20013842,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20266.0,405.0,20.0,20.0,0.0,395.0,190.0,20266.0,280.0,20.0,10.0,0.0,270.0,190.0,20266.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",391.0,2021-11-25 13:28:54,2021-11-25 13:29:31
CY6HMPM21B20013013,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20267.0,405.0,20.0,20.0,0.0,395.0,190.0,20267.0,280.0,20.0,10.0,0.0,270.0,190.0,20267.0,"['', '', 'NO_Solder3', 'NO_Solder4', '', '']","['', '', '3', '4', '', '']",400.0,2021-11-25 13:30:36,2021-11-25 13:31:07
CY6HMPM21B20013005,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20268.0,405.0,20.0,20.0,0.0,395.0,190.0,20268.0,280.0,20.0,10.0,0.0,270.0,190.0,20268.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",396.0,2021-11-25 13:30:59,2021-11-25 13:31:35
CY6HMPM21B20013865,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20269.0,405.0,20.0,20.0,0.0,395.0,190.0,20269.0,280.0,20.0,10.0,0.0,270.0,190.0,20269.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",398.0,2021-11-25 13:31:22,2021-11-25 13:31:53
CY6HMPM21B20013843,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20270.0,405.0,20.0,20.0,0.0,395.0,190.0,20270.0,280.0,20.0,10.0,0.0,270.0,190.0,20270.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",392.0,2021-11-25 13:31:46,2021-11-25 13:32:16
CY6HMPM21B20013011,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20271.0,405.0,20.0,20.0,0.0,395.0,190.0,20271.0,280.0,20.0,10.0,0.0,270.0,190.0,20271.0,"['NO_Solder1', 'NO_Solder2', '', '', '', '']","['1', '2', '', '', '', '']",95.0,2021-11-25 13:32:08,2021-11-25 13:32:39
CY6HMPM21B20013852,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20272.0,405.0,20.0,20.0,0.0,395.0,190.0,20272.0,280.0,20.0,10.0,0.0,270.0,190.0,20272.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",402.0,2021-11-25 13:32:30,2021-11-25 13:33:06
CY6HMPM21B20013863,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20273.0,405.0,20.0,20.0,0.0,395.0,190.0,20273.0,280.0,20.0,10.0,0.0,270.0,190.0,20273.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",391.0,2021-11-25 13:33:11,2021-11-25 13:33:36
CY6HMPM21B20012997,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20274.0,405.0,20.0,20.0,0.0,395.0,190.0,20274.0,280.0,20.0,10.0,0.0,270.0,190.0,20274.0,"['', 'NO_Solder2', 'Short3', '', '', '']","['', '2', '3', '', '', '']",96.0,2021-11-25 13:33:27,2021-11-25 13:33:56
CY6HMPM21B20013012,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20275.0,405.0,20.0,20.0,0.0,395.0,190.0,20275.0,280.0,20.0,10.0,0.0,270.0,190.0,20275.0,"['', '', 'With_Glue3', '', '', '']","['', '', '3', '', '', '']",396.0,2021-11-25 13:33:45,2021-11-25 13:34:29
CY6HMPM21B20013861,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20276.0,405.0,20.0,20.0,0.0,395.0,190.0,20276.0,280.0,20.0,10.0,0.0,270.0,190.0,20276.0,"['', '', '', 'NO_Solder4', '', '']","['', '', '', '4', '', '']",397.0,2021-11-25 13:35:07,2021-11-25 13:35:37
CY6HMPM21B20013014,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20277.0,405.0,20.0,20.0,0.0,395.0,190.0,20277.0,280.0,20.0,10.0,0.0,270.0,190.0,20277.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",391.0,2021-11-25 13:35:30,2021-11-25 13:36:00
CY6HMPM21B20013884,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20278.0,405.0,20.0,20.0,0.0,395.0,190.0,20278.0,280.0,20.0,10.0,0.0,270.0,190.0,20278.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",398.0,2021-11-25 13:35:52,2021-11-25 13:36:24
CY6HMPM21B20013018,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20279.0,405.0,20.0,20.0,0.0,395.0,190.0,20279.0,280.0,20.0,10.0,0.0,270.0,190.0,20279.0,"['', 'NO_Solder2', '', '', '', '']","['', '2', '', '', '', '']",93.0,2021-11-25 13:36:16,2021-11-25 13:36:49
CY6HMPM21B20012999,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20280.0,405.0,20.0,20.0,0.0,395.0,190.0,20280.0,280.0,20.0,10.0,0.0,270.0,190.0,20280.0,"['', '', '', 'With_Glue4', '', '']","['', '', '', '4', '', '']",397.0,2021-11-25 13:36:39,2021-11-25 13:37:17
CY6HMPM21B20013000,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20281.0,405.0,20.0,20.0,0.0,395.0,190.0,20281.0,280.0,20.0,10.0,0.0,270.0,190.0,20281.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",397.0,2021-11-25 13:37:00,2021-11-25 13:37:35
CY6HMPM21B20013857,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20282.0,405.0,20.0,20.0,0.0,395.0,190.0,20282.0,280.0,20.0,10.0,0.0,270.0,190.0,20282.0,"['', '', '', '', '', 'With_Glue6']","['', '', '', '', '', '6']",397.0,2021-11-25 13:37:24,2021-11-25 13:38:00
CY6HMPM21B20013002,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20283.0,405.0,20.0,20.0,0.0,395.0,190.0,20283.0,280.0,20.0,10.0,0.0,270.0,190.0,20283.0,"['', '', '', 'Short4', '', '']","['', '', '', '4', '', '']",392.0,2021-11-25 13:37:46,2021-11-25 13:38:19
CY6HMPM21B20013854,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20284.0,405.0,20.0,20.0,0.0,395.0,190.0,20284.0,280.0,20.0,10.0,0.0,270.0,190.0,20284.0,"['', '', '', '', 'With_Glue5', '']","['', '', '', '', '5', '']",398.0,2021-11-25 13:38:09,2021-11-25 13:38:39
CY6HMPM21B20013860,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20285.0,405.0,20.0,20.0,0.0,395.0,190.0,20285.0,280.0,20.0,10.0,0.0,270.0,190.0,20285.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",392.0,2021-11-25 13:38:32,2021-11-25 13:39:02
NO_Line_Bar20211125133926,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20286.0,405.0,20.0,20.0,0.0,395.0,190.0,20286.0,280.0,20.0,10.0,0.0,270.0,190.0,20286.0,"['', '', 'Short3', 'NO_Solder4', '', '']","['', '', '3', '4', '', '']",391.0,2021-11-25 13:38:54,2021-11-25 13:39:25
CY6HMPM21B20013017,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20287.0,405.0,20.0,20.0,0.0,395.0,190.0,20287.0,280.0,20.0,10.0,0.0,270.0,190.0,20287.0,"['', '', 'Short3', 'With_Glue4', '', '']","['', '', '3', '4', '', '']",403.0,2021-11-25 13:39:17,2021-11-25 13:39:56
CY6HMPM21B20013841,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20288.0,405.0,20.0,20.0,0.0,395.0,190.0,20288.0,280.0,20.0,10.0,0.0,270.0,190.0,20288.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",394.0,2021-11-25 13:39:39,2021-11-25 13:40:13
CY6HMPM21B20013866,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20289.0,405.0,20.0,20.0,0.0,395.0,190.0,20289.0,280.0,20.0,10.0,0.0,270.0,190.0,20289.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",392.0,2021-11-25 13:40:02,2021-11-25 13:40:37
CY6HMPM21B20013867,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20290.0,405.0,20.0,20.0,0.0,395.0,190.0,20290.0,280.0,20.0,10.0,0.0,270.0,190.0,20290.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",401.0,2021-11-25 13:40:24,2021-11-25 13:40:55
CY6HMPM21B20013021,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20291.0,405.0,20.0,20.0,0.0,395.0,190.0,20291.0,280.0,20.0,10.0,0.0,270.0,190.0,20291.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",397.0,2021-11-25 13:40:47,2021-11-25 13:41:16
NO_Line_Bar20211125134147,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20292.0,405.0,20.0,20.0,0.0,395.0,190.0,20292.0,280.0,20.0,10.0,0.0,270.0,190.0,20292.0,"['', '', '', '', 'With_Glue5', 'With_Glue6']","['', '', '', '', '5', '6']",398.0,2021-11-25 13:41:19,2021-11-25 13:41:46
CY6HMPM21B20013023,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20293.0,405.0,20.0,20.0,0.0,395.0,190.0,20293.0,280.0,20.0,10.0,0.0,270.0,190.0,20293.0,"['Short1', '', '', '', '', '']","['1', '', '', '', '', '']",58.0,2021-11-25 13:41:50,2021-11-25 13:42:17
CY6HMPM21B20013872,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20294.0,405.0,20.0,20.0,0.0,395.0,190.0,20294.0,280.0,20.0,10.0,0.0,270.0,190.0,20294.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",396.0,2021-11-25 13:42:21,2021-11-25 13:42:51
CY6HMPM21B20013880,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20295.0,405.0,20.0,20.0,0.0,395.0,190.0,20295.0,280.0,20.0,10.0,0.0,270.0,190.0,20295.0,"['', '', '', '', 'With_Glue5', '']","['', '', '', '', '5', '']",395.0,2021-11-25 13:42:55,2021-11-25 13:43:27
CY6HMPM21B20013025,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20296.0,405.0,20.0,20.0,0.0,395.0,190.0,20296.0,280.0,20.0,10.0,0.0,270.0,190.0,20296.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",401.0,2021-11-25 13:43:19,2021-11-25 13:43:47
CY6HMPM21B20013889,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20297.0,405.0,20.0,20.0,0.0,395.0,190.0,20297.0,280.0,20.0,10.0,0.0,270.0,190.0,20297.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",400.0,2021-11-25 13:43:51,2021-11-25 13:44:19
CY6HMPM21B20012981,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20298.0,405.0,20.0,20.0,0.0,395.0,190.0,20298.0,280.0,20.0,10.0,0.0,270.0,190.0,20298.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",397.0,2021-11-25 13:44:10,2021-11-25 13:44:41
CY6HMPM21B20013876,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20299.0,405.0,20.0,20.0,0.0,395.0,190.0,20299.0,280.0,20.0,10.0,0.0,270.0,190.0,20299.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",391.0,2021-11-25 13:44:33,2021-11-25 13:45:04
CY6HMPM21B20013823,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20300.0,405.0,20.0,20.0,0.0,395.0,190.0,20300.0,280.0,20.0,10.0,0.0,270.0,190.0,20300.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",397.0,2021-11-25 13:44:56,2021-11-25 13:45:27
CY6HMPM21B20013052,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20301.0,405.0,20.0,20.0,0.0,395.0,190.0,20301.0,280.0,20.0,10.0,0.0,270.0,190.0,20301.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",397.0,2021-11-25 13:45:19,2021-11-25 13:45:49
CY6HMPM21B20013033,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20302.0,405.0,20.0,20.0,0.0,395.0,190.0,20302.0,280.0,20.0,10.0,0.0,270.0,190.0,20302.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",392.0,2021-11-25 13:45:41,2021-11-25 13:46:10
CY6HMPM21B20012987,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20303.0,405.0,20.0,20.0,0.0,395.0,190.0,20303.0,280.0,20.0,10.0,0.0,270.0,190.0,20303.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",400.0,2021-11-25 13:48:03,2021-11-25 13:48:28
CY6HMPM21B20013020,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20304.0,405.0,20.0,20.0,0.0,395.0,190.0,20304.0,280.0,20.0,10.0,0.0,270.0,190.0,20304.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",401.0,2021-11-25 13:49:32,2021-11-25 13:49:56
CY6HMPM21B20012911,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20305.0,405.0,20.0,20.0,0.0,395.0,190.0,20305.0,280.0,20.0,10.0,0.0,270.0,190.0,20305.0,"['', '', '', '', '', 'With_Glue6']","['', '', '', '', '', '6']",398.0,2021-11-25 13:50:50,2021-11-25 13:51:19
CY6HMPM21B20013882,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20306.0,405.0,20.0,20.0,0.0,395.0,190.0,20306.0,280.0,20.0,10.0,0.0,270.0,190.0,20306.0,"['', '', '', 'NO_Solder4', '', '']","['', '', '', '4', '', '']",397.0,2021-11-25 13:51:12,2021-11-25 13:51:52
CY6HMPM21B20013893,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20307.0,405.0,20.0,20.0,0.0,395.0,190.0,20307.0,280.0,20.0,10.0,0.0,270.0,190.0,20307.0,"['', 'With_Glue2', '', '', '', '']","['', '2', '', '', '', '']",393.0,2021-11-25 13:51:35,2021-11-25 13:52:14
CY6HMPM21B20013054,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20308.0,405.0,20.0,20.0,0.0,395.0,190.0,20308.0,280.0,20.0,10.0,0.0,270.0,190.0,20308.0,"['', '', '', '', '', '']","['', '', '', '', '', '']",397.0,2021-11-25 13:51:58,2021-11-25 13:52:32
CY6HMPM21B20012979,"{'cx_id': '1', 'gx_id': '1', 'gw_id': '1'}",1,OK,290.0,15.0,0.0,0.0,280.0,195.0,20309.0,405.0,20.0,20.0,0.0,395.0,190.0,20309.0,280.0,20.0,10.0,0.0,270.0,190.0,20309.0,"['Short1', '', 'NO_Solder3', 'With_Glue4', '', '']","['1', '', '3', '4', '', '']",101.0,2021-11-25 13:52:20,2021-11-25 13:52:54
